make,model,year,mileage,body_type,transmission,fuel_type,drivetrain,engine_cylinders,engine_volume,color,price
MERCEDES-BENZ,GL 350 Bluetec,2011,147500,Jeep,Tiptronic,Diesel,4x4,6.0,3.0,White,48610
HYUNDAI,Sonata,2010,81248,Sedan,Automatic,LPG,Front,4.0,2.0,White,7119
NISSAN,Micra,2003,12323,Coupe,Manual,Petrol,Front,4.0,1.2,Grey,4000
SSANGYONG,Actyon,2011,166850,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,20005
MERCEDES-BENZ,A 160,1998,204000,Hatchback,Tiptronic,Petrol,Front,1.0,1.6,Grey,5331
FORD,Transit,2000,250000,Microbus,Manual,Diesel,Rear,4.0,2.4,White,13000
CHEVROLET,Captiva,2014,146644,Jeep,Automatic,Diesel,Front,4.0,2.0,White,24283
HYUNDAI,Elantra,2011,103453,Sedan,Automatic,Petrol,Front,4.0,1.6,White,17484
NISSAN,Teana,2003,95000,Sedan,Automatic,Petrol,Front,6.0,2.3,Silver,7213
MERCEDES-BENZ,E 320,2000,1000,Sedan,Tiptronic,Diesel,Rear,6.0,3.2,Silver,3800
VOLKSWAGEN,Golf,2010,1000,Hatchback,Manual,Petrol,Front,4.0,2.0,Sky blue,15681
NISSAN,Note,2008,999999999,Hatchback,Automatic,CNG,4x4,4.0,1.5,Black,6476
CHEVROLET,Volt,2013,196590,Hatchback,Automatic,Hybrid,Front,4.0,1.4,Silver,4077
HYUNDAI,Sonata,2012,0,Sedan,Automatic,Hybrid,Front,4.0,2.4,Red,1176
TOYOTA,Aqua,2012,128000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Silver,157
HYUNDAI,Elantra,2013,294034,Sedan,Automatic,Petrol,Front,4.0,1.8,Black,5018
BMW,535,2015,59200,Sedan,Tiptronic,Petrol,Rear,6.0,3.5,Black,47042
FORD,C-MAX,2013,173000,Sedan,Automatic,Hybrid,Front,4.0,2.0,Silver,15053
NISSAN,Navara,2008,166000,Pickup,Manual,Diesel,4x4,4.0,2.5,White,22580
HYUNDAI,Accent,2011,109000,Sedan,Tiptronic,Petrol,Front,4.0,1.6,Silver,13172
FIAT,500 Abarth,2015,28000,Hatchback,Manual,Petrol,Front,4.0,1.4,Red,25089
HYUNDAI,Sonata,2012,86000,Sedan,Tiptronic,Hybrid,Front,4.0,2.4,White,100
LEXUS,GX 470,2013,202651,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,6272
HYUNDAI,Elantra,2010,71202,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,16894
HYUNDAI,Tucson,2015,143278,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,30151
HYUNDAI,Santa FE,2016,94259,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,53154
MERCEDES-BENZ,C 240,1997,280000,Universal,Manual,CNG,Rear,6.0,2.4,Silver,7840
AUDI,Q5,2016,448982,Jeep,Automatic,Petrol,4x4,6.0,3.0,Black,941
KIA,Optima,2012,97000,Sedan,Tiptronic,Petrol,Front,4.0,2.4,Black,15800
NISSAN,Tiida,2009,95000,Hatchback,Automatic,Petrol,Front,4.0,1.5,Silver,1568
KIA,RIO,2012,199288,Sedan,Automatic,Petrol,Front,4.0,1.6,Grey,220
MITSUBISHI,Mirage,2018,7430,Sedan,Automatic,Petrol,Front,3.0,1.2,Grey,1411
SSANGYONG,Actyon,2016,153404,Jeep,Automatic,Diesel,Front,4.0,1.6,Silver,30564
BMW,550,2012,0,Sedan,Tiptronic,Petrol,Rear,8.0,4.4,Black,21953
MERCEDES-BENZ,S 550,2016,27573,Sedan,Automatic,Petrol,4x4,8.0,4.6,Silver,88595
KIA,RIO,2013,53386,Sedan,Automatic,Petrol,Front,4.0,1.6,Black,1960
MERCEDES-BENZ,E 350,2011,119379,Sedan,Automatic,Diesel,4x4,6.0,3.5,Silver,16621
FORD,Transit,2010,198000,Goods wagon,Manual,Diesel,Rear,4.0,2.4,White,21009
TOYOTA,Camry,2012,246400,Sedan,Automatic,Petrol,Front,6.0,3.5,Black,24305
AUDI,A6,1998,0,Sedan,Manual,Petrol,Front,6.0,2.4,Blue,4704
HYUNDAI,Sonata,2016,317106,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,15681
LEXUS,GX 460,2010,275240,Jeep,Automatic,Petrol,4x4,8.0,4.6,Silver,15681
CHEVROLET,Malibu,2017,0,Sedan,Automatic,Petrol,Front,4.0,1.5,Red,157
SUBARU,Crosstrek,2019,7971,Sedan,Automatic,Petrol,4x4,4.0,2.0,Blue,549
LEXUS,RX 450,2010,413474,Jeep,Automatic,Hybrid,Front,6.0,3.5,Blue,12231
LEXUS,CT 200h,2012,174106,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,1490
LEXUS,GX 460,2010,275240,Jeep,Automatic,Petrol,4x4,8.0,4.6,Silver,15681
HYUNDAI,Sonata,2015,310886,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,10663
TOYOTA,Prius,2012,190000,Sedan,Automatic,Petrol,Front,4.0,1.8,Blue,20385
HYUNDAI,Veloster,2011,55000,Hatchback,Tiptronic,Petrol,Front,4.0,1.6,Black,17876
CHEVROLET,Spark,2014,131312,Hatchback,Automatic,Petrol,Front,4.0,1.2,Blue,627
VOLKSWAGEN,Jetta se,2014,72000,Sedan,Automatic,Petrol,Front,4.0,1.8,Black,18817
HYUNDAI,Accent,2019,4621,Sedan,Automatic,Petrol,Front,4.0,1.6,Grey,10036
TOYOTA,Camry,2010,121000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Silver,15994
TOYOTA,4Runner,2016,48000,Jeep,Automatic,Petrol,4x4,6.0,4.0,Black,64290
TOYOTA,Land Cruiser Prado,2016,85000,Jeep,Automatic,Diesel,4x4,6.0,3.0,Black,199
HYUNDAI,Tucson,2016,113006,Jeep,Automatic,Diesel,Front,4.0,1.7,Silver,36730
MAZDA,1300,2012,301866,Sedan,Automatic,Petrol,Front,4.0,2.0,Black,157
LEXUS,GX 460,2016,155976,Jeep,Automatic,Petrol,4x4,8.0,4.6,White,81539
CHEVROLET,Malibu,2016,113509,Sedan,Automatic,Petrol,Front,4.0,2.0,White,25744
HYUNDAI,Sonata,2014,312690,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,11604
HYUNDAI,Sonata,2017,19080,Sedan,Automatic,Petrol,Front,4.0,2.0,Grey,50018
HYUNDAI,Elantra,2014,110685,Sedan,Automatic,Petrol,Front,4.0,1.8,White,3763
MAZDA,Demio,2002,1000,Hatchback,Tiptronic,LPG,Front,4.0,1.5,Blue,5959
HYUNDAI,Elantra,2016,72629,Sedan,Automatic,Petrol,Front,4.0,1.8,Black,627
MERCEDES-BENZ,G 63 AMG,2016,39325,Jeep,Automatic,Petrol,4x4,8.0,5.5,Black,31675
KIA,Optima,2014,60704,Sedan,Automatic,Petrol,Front,4.0,2.0,Silver,14113
MERCEDES-BENZ,E 350,2014,146395,Sedan,Automatic,Petrol,Rear,6.0,3.5,Grey,1882
MERCEDES-BENZ,E 200,1999,280000,Sedan,Manual,Petrol,Rear,4.0,2.0,Black,10349
SSANGYONG,Kyron,2008,76800,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,5645
TOYOTA,Camry,2018,35058,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,18817
MERCEDES-BENZ,C 220,2008,177000,Universal,Tiptronic,Diesel,Rear,4.0,2.2,White,23521
CHEVROLET,Volt,2011,288778,Hatchback,Automatic,Hybrid,Front,4.0,1.4,Black,2666
LEXUS,CT 200h,2015,115347,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Grey,470
HYUNDAI,Tucson,2010,151281,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,22649
HYUNDAI,H1,2010,73401,Minivan,Automatic,Diesel,Front,4.0,2.5,Silver,13015
HYUNDAI,Sonata,2020,13460,Sedan,Automatic,LPG,Front,4.0,2.0,White,66485
MERCEDES-BENZ,E 250,2013,45432,Sedan,Tiptronic,Diesel,4x4,4.0,2.1,Black,51746
MITSUBISHI,Colt,2002,187000,Hatchback,Variator,Petrol,Front,4.0,1.5,Black,7527
HYUNDAI,Elantra,2017,23000,Sedan,Tiptronic,Petrol,Rear,4.0,2.0,Grey,25089
TOYOTA,Prius,2012,24000,Hatchback,Variator,LPG,Front,4.0,1.8,White,21953
OPEL,Combo,2008,233000,Goods wagon,Manual,LPG,Front,4.0,1.4,White,9408
TOYOTA,Prius,2014,87000,Sedan,Automatic,Hybrid,Front,4.0,1.8,White,21953
TOYOTA,Vitz,2011,0,Hatchback,Automatic,Petrol,Front,3.0,0.1,Black,8624
CHEVROLET,Aveo,2014,74422,Hatchback,Automatic,Petrol,Front,4.0,1.6,Grey,17346
CHEVROLET,Lacetti,2009,52472,Sedan,Automatic,Petrol,Front,4.0,1.6,Black,8311
SUBARU,Legacy,2005,192000,Sedan,Automatic,Petrol,4x4,4.0,2.0,Silver,7840
MERCEDES-BENZ,GL 450,2012,155313,Jeep,Automatic,Petrol,4x4,8.0,4.7,Black,35752
CHEVROLET,Cruze,2016,29000,Sedan,Tiptronic,Petrol,Front,4.0,1.4,Carnelian red,25089
HONDA,FIT,2015,111649,Hatchback,Automatic,Petrol,Front,4.0,1.5,Black,24512
LEXUS,RX 450,2010,167222,Jeep,Automatic,Hybrid,4x4,6.0,3.5,Black,5018
FORD,Escape,2009,193614,Jeep,Automatic,Hybrid,Front,4.0,2.5,White,220
MERCEDES-BENZ,E 350,2011,64496,Sedan,Automatic,Diesel,4x4,6.0,3.5,Blue,13642
HONDA,FIT,2014,115000,Sedan,Automatic,Hybrid,Front,4.0,1.5,Silver,10663
SUBARU,Legacy Outback,1999,187000,Universal,Automatic,Petrol,4x4,4.0,2.5,Golden,6272
TOYOTA,Highlander,2012,285186,Sedan,Automatic,Petrol,Front,6.0,3.5,Grey,9565
HYUNDAI,Sonata,2014,362454,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,10036
CITROEN,C4,2007,210000,Hatchback,Manual,Petrol,Front,4.0,1.6,Black,12544
HONDA,Step Wagon,2005,136800,Minivan,Automatic,Petrol,4x4,4.0,2.4,Black,11917
NISSAN,X-Trail,2005,180000,Jeep,Automatic,Petrol,4x4,4.0,2.0,Golden,12858
TOYOTA,Camry SE,2015,47128,Sedan,Automatic,Petrol,Front,4.0,2.5,Black,26343
HYUNDAI,H1,2010,115028,Jeep,Automatic,Diesel,Front,4.0,2.5,Silver,19757
HYUNDAI,Sonata,2014,636908,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,8467
LEXUS,LX 570,2018,17700,Jeep,Tiptronic,Petrol,4x4,8.0,5.7,Black,260296
TOYOTA,Camry,2013,232032,Sedan,Automatic,Hybrid,Front,4.0,2.5,Silver,392
VOLKSWAGEN,Jetta,2016,27000,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Grey,23207
BMW,X5,2012,198211,Jeep,Tiptronic,Diesel,4x4,6.0,3.0,Grey,30420
FORD,Fusion,2010,46837,Sedan,Automatic,Hybrid,Front,4.0,2.5,Silver,392
MERCEDES-BENZ,E 270,2003,245000,Sedan,Automatic,Diesel,Rear,6.0,2.7,Silver,13485
OPEL,Astra,2002,272109,Goods wagon,Automatic,Petrol,Front,4.0,1.6,Silver,4300
TOYOTA,Prius C,2012,254400,Sedan,Automatic,Hybrid,Front,4.0,1.5,Silver,19130
LEXUS,GX 470,2008,263190,Jeep,Automatic,Petrol,4x4,8.0,4.7,White,862
NISSAN,Altima,2017,45022,Sedan,Automatic,Petrol,Front,4.0,2.5,Black,10506
HONDA,FIT,2003,140000,Hatchback,Automatic,Petrol,Front,4.0,1.3,Grey,40
HYUNDAI,Sonata,2015,574647,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,9722
HYUNDAI,Elantra,2016,47422,Sedan,Automatic,Petrol,Front,4.0,1.8,Black,549
JEEP,Grand Cherokee,2004,151000,Jeep,Automatic,CNG,4x4,6.0,4.0,Grey,12074
TOYOTA,Prius,2016,48738,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,21953
HONDA,FIT,2005,0,Hatchback,Automatic,Petrol,Front,4.0,1.3,Silver,30
HYUNDAI,Sonata,2018,24000,Sedan,Automatic,Petrol,Front,4.0,2.0,White,69502
HYUNDAI,Sonata,2014,486631,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,10036
TOYOTA,Camry,2014,4000,Sedan,Automatic,Petrol,4x4,6.0,2.5,Black,100
BMW,X6,2011,1000,Jeep,Tiptronic,Petrol,4x4,8.0,4.4,Black,28600
TOYOTA,Sienna,2011,181722,Sedan,Automatic,Petrol,4x4,6.0,3.5,Black,3607
HONDA,FIT Modulo,2011,125000,Hatchback,Automatic,Hybrid,Front,4.0,1.3,White,10349
HYUNDAI,Sonata,2016,93000,Sedan,Automatic,Petrol,Front,4.0,2.4,White,15994
TOYOTA,Highlander,2012,157211,Jeep,Automatic,Hybrid,4x4,6.0,3.5,White,9879
HYUNDAI,Santa FE,2016,122184,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,42052
DODGE,RAM,2011,0,Sedan,Automatic,Petrol,Front,8.0,5.7,Silver,251
TOYOTA,Prius C,2013,103000,Hatchback,Variator,Hybrid,Front,4.0,1.5,Grey,16621
HYUNDAI,H1,2011,120805,Minivan,Automatic,Diesel,Front,4.0,2.5,Black,22266
MERCEDES-BENZ,ML 350,2008,213998,Jeep,Automatic,Diesel,4x4,6.0,3.0,Silver,282
HYUNDAI,Sonata,2011,180800,Sedan,Automatic,Petrol,Front,4.0,2.0,Silver,18817
VOLKSWAGEN,Golf,2002,150000,Hatchback,Automatic,Petrol,Front,4.0,2.0,Silver,5645
HYUNDAI,Elantra,2010,97132,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,12880
HYUNDAI,Elantra,2011,124892,Sedan,Automatic,Petrol,Front,4.0,1.6,White,19384
BMW,X5,2014,0,Jeep,Automatic,Diesel,4x4,6.0,3.0,Black,7213
MERCEDES-BENZ,E 350,2008,122874,Sedan,Automatic,Diesel,Rear,6.0,3.5,Black,706
VOLKSWAGEN,Jetta,2014,85000,Sedan,Tiptronic,Petrol,Front,4.0,1.8,White,13799
BMW,X5,2008,213000,Jeep,Tiptronic,Diesel,4x4,6.0,3.0,Black,25089
FORD,Fiesta,2013,86000,Sedan,Variator,Petrol,Front,4.0,1.6,Blue,12858
HYUNDAI,Elantra LIMITED,2015,57000,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Black,20071
MAZDA,Mazda 6,2005,198000,Sedan,Manual,Petrol,Front,6.0,3.0,Blue,6586
CHEVROLET,Captiva,2015,60000,Jeep,Automatic,Diesel,Front,4.0,2.2,Silver,23414
CHEVROLET,Cruze,2014,60550,Sedan,Automatic,Diesel,Front,4.0,2.0,Red,11895
FORD,Escape,2008,349288,Jeep,Automatic,Hybrid,Front,4.0,0.4,Blue,1333
ALFA ROMEO,Giulietta,2013,85000,Hatchback,Tiptronic,Petrol,Front,4.0,1.4,Black,18817
CHEVROLET,Orlando,2015,35762,Jeep,Automatic,Petrol,Front,4.0,2.0,Black,13642
OPEL,Astra H,2009,140000,Goods wagon,Manual,Diesel,Front,4.0,1.7,Silver,11917
MERCEDES-BENZ,GL 320,2008,172000,Jeep,Tiptronic,Diesel,4x4,6.0,3.0,Black,36692
BMW,X5,2011,332243,Jeep,Automatic,Diesel,4x4,6.0,3.0,Black,10192
TOYOTA,Camry,2014,179381,Sedan,Automatic,Hybrid,Front,4.0,2.5,Black,11133
HYUNDAI,Sonata,2015,280622,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,10663
MERCEDES-BENZ,E 350,2014,238546,Sedan,Automatic,Diesel,4x4,6.0,3.5,Black,11133
SSANGYONG,REXTON,2013,146130,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,33823
HYUNDAI,Santa FE,2016,372623,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,55638
LEXUS,IS 350,2010,192000,Sedan,Tiptronic,Petrol,Rear,6.0,3.5,White,25716
NISSAN,Tiida,2006,0,Hatchback,Automatic,Petrol,Front,4.0,1.5,Black,30
HONDA,FIT,2013,154400,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Silver,16719
OPEL,Astra,1999,145000,Sedan,Manual,Petrol,Front,4.0,1.6,Green,4700
FORD,Focus,2014,134400,Sedan,Tiptronic,Petrol,Front,4.0,2.0,Red,13172
VAZ,2106,1991,0,Sedan,Manual,Petrol,Rear,4.0,1.3,White,3500
HONDA,FIT,2011,140000,Hatchback,Variator,Petrol,Front,4.0,1.3,White,12544
HYUNDAI,Tucson,2017,123833,Jeep,Automatic,Diesel,Front,4.0,1.7,White,45210
BMW,318,2006,237000,Sedan,Manual,Petrol,Rear,4.0,2.0,Blue,13485
TOYOTA,Ipsum,2002,200000,Minivan,Tiptronic,LPG,Front,4.0,2.4,Silver,9408
CHEVROLET,Captiva,2007,77588,Jeep,Automatic,Diesel,Front,4.0,2.0,White,7527
MERCEDES-BENZ,E 320,2002,160000,Sedan,Tiptronic,Petrol,Rear,6.0,2.6,White,17562
TOYOTA,Prius,2011,268800,Hatchback,Variator,Petrol,Front,4.0,1.8,Silver,21012
NISSAN,Murano,2005,155200,Jeep,Automatic,CNG,4x4,6.0,3.5,Silver,20385
MERCEDES-BENZ,E 220,1997,312217,Sedan,Tiptronic,CNG,Rear,4.0,2.0,Black,5300
SSANGYONG,REXTON,2015,62575,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,49751
OPEL,Astra,1999,199090,Hatchback,Manual,Petrol,Front,4.0,1.2,Blue,4861
MERCEDES-BENZ,Vito,2005,180000,Microbus,Manual,Diesel,Rear,4.0,2.2,White,14113
HYUNDAI,H1,2016,109629,Minivan,Automatic,Diesel,Front,4.0,2.5,Silver,36235
HONDA,Insight,2011,288704,Hatchback,Automatic,Hybrid,Front,4.0,1.3,White,706
TOYOTA,Prius,2017,45488,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,16308
CHEVROLET,Volt,2012,280000,Sedan,Variator,Plug-in Hybrid,Front,4.0,1.4,Grey,20071
LEXUS,LS 460,2011,89867,Sedan,Automatic,Petrol,Front,4.0,4.6,Black,43360
LEXUS,GX 460,2010,155821,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,39829
MAZDA,Demio,2003,0,Sedan,Automatic,Petrol,Front,4.0,1.5,Blue,5331
VOLKSWAGEN,Tiguan,2014,113000,Jeep,Tiptronic,Petrol,4x4,12.0,2.0,White,27598
HYUNDAI,H1,2014,105461,Minivan,Automatic,Diesel,Front,4.0,2.5,Grey,36899
TOYOTA,Aqua,2019,25000,Hatchback,Automatic,Petrol,Front,4.0,1.5,Silver,28532
NISSAN,Juke,2015,111402,Jeep,Automatic,Petrol,4x4,4.0,1.6,Black,5018
HONDA,Accord,2016,90043,Sedan,Automatic,Petrol,Front,4.0,2.4,White,3058
NISSAN,Elgrand,2004,131000,Minivan,Tiptronic,LPG,Rear,6.0,3.5,White,15681
HYUNDAI,Santa FE,2001,2342,Jeep,Tiptronic,CNG,Front,4.0,2.4,Sky blue,3000
HONDA,Elysion,2006,120500,Minivan,Automatic,Petrol,Front,4.0,2.4,White,15681
HYUNDAI,Veloster,2013,73600,Sedan,Automatic,Petrol,Front,4.0,1.6,Blue,19444
HONDA,FIT,2014,78400,Sedan,Variator,Petrol,Front,4.0,1.5,Blue,21953
CHEVROLET,Cruze,2017,89896,Sedan,Automatic,Petrol,Front,4.0,1.4,Blue,314
HYUNDAI,Sonata,2015,176247,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,14279
HYUNDAI,Santa FE,2016,106084,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,51075
HYUNDAI,Sonata,2012,208627,Sedan,Automatic,Hybrid,Front,4.0,2.4,Black,4234
HONDA,FIT,2005,190000,Hatchback,Variator,Petrol,Front,4.0,1.5,Silver,8624
BMW,528,2012,184000,Sedan,Tiptronic,Petrol,Rear,4.0,2.0,Blue,36065
SSANGYONG,Korando,2012,86651,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,24709
TOYOTA,Prius,2012,193600,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,20385
TOYOTA,Tacoma,2013,397915,Jeep,Automatic,Petrol,Rear,4.0,2.7,White,27284
MERCEDES-BENZ,GLA 250,2016,109555,Jeep,Automatic,Petrol,Front,4.0,2.0,White,8311
MERCEDES-BENZ,E 350,2011,377379,Sedan,Automatic,Diesel,4x4,6.0,3.5,Silver,157
SSANGYONG,Actyon,2016,76553,Jeep,Automatic,Petrol,Front,4.0,1.6,White,37611
SSANGYONG,REXTON,2011,110000,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,20297
LEXUS,GS 450,2013,69500,Sedan,Variator,Hybrid,Rear,6.0,3.5,Silver,62722
MERCEDES-BENZ,C 230,2006,218000,Sedan,Tiptronic,Petrol,Rear,6.0,2.5,Black,13799
CHEVROLET,Captiva,2007,54000,Jeep,Tiptronic,Diesel,Rear,4.0,2.0,White,14740
TOYOTA,Prius,2010,236000,Sedan,Automatic,Hybrid,Front,4.0,1.8,Black,13328
TOYOTA,Camry,2014,109798,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,5488
MAZDA,626,1994,280000,Sedan,Manual,Petrol,Front,4.0,2.0,White,2600
HYUNDAI,Sonata,2010,147079,Sedan,Automatic,Petrol,Front,4.0,2.0,Black,15257
TOYOTA,Prius,2015,268800,Sedan,Variator,Hybrid,Front,4.0,1.8,Black,31361
FORD,Transit,1998,180000,Microbus,Manual,Diesel,Rear,4.0,2.5,Red,11604
MERCEDES-BENZ,E 270,1999,370000,Sedan,Tiptronic,Diesel,Rear,5.0,2.7,Silver,9565
MERCEDES-BENZ,C 300,2013,51875,Sedan,Automatic,Petrol,4x4,6.0,3.5,White,392
MAZDA,Demio,2002,165000,Hatchback,Tiptronic,LPG,Front,4.0,1.5,White,6272
FORD,Transit,2005,150000,Microbus,Manual,Diesel,Front,4.0,2.0,Yellow,32929
KIA,Optima,2017,30400,Sedan,Tiptronic,Petrol,Front,4.0,2.4,White,23521
HYUNDAI,Sonata,2016,43000,Sedan,Automatic,Petrol,Front,4.0,2.0,White,48547
TOYOTA,Camry,2014,312786,Sedan,Automatic,Petrol,Front,4.0,2.5,Grey,392
HONDA,FIT,2001,150346,Hatchback,Variator,Petrol,Front,6.0,1.3,Silver,8467
AUDI,A8,2014,68006,Sedan,Automatic,Diesel,4x4,6.0,3.0,White,37633
HONDA,Civic,2014,127669,Sedan,Automatic,Petrol,Front,4.0,1.8,Grey,2274
BMW,318,2002,145000,Sedan,Tiptronic,Petrol,Rear,4.0,2.0,Red,10349
MERCEDES-BENZ,CLA 250,2016,55718,Sedan,Automatic,Petrol,4x4,4.0,2.0,White,392
TOYOTA,Prius,2014,208702,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Grey,4234
HYUNDAI,Santa FE,2014,55112,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,45542
NISSAN,Micra,1996,220000,Sedan,Manual,CNG,Rear,6.0,1.1,Green,2200
SSANGYONG,REXTON,2011,130663,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,19278
CHEVROLET,Cruze,2018,61000,Sedan,Tiptronic,Petrol,Front,4.0,1.4,Grey,3
CHEVROLET,Volt,2012,188000,Hatchback,Automatic,Plug-in Hybrid,Front,4.0,1.4,Carnelian red,23521
VOLKSWAGEN,Polo,2015,270000,Sedan,Manual,Petrol,Front,4.0,1.6,White,12544
VOLKSWAGEN,Passat,1998,0,Sedan,Manual,Diesel,Front,4.0,1.9,Blue,5331
HONDA,FIT,2018,2635,Hatchback,Automatic,Petrol,Front,4.0,1.3,Silver,22900
HYUNDAI,Tucson,2014,131084,Jeep,Automatic,Diesel,Front,4.0,2.0,White,32578
TOYOTA,Camry,2015,115858,Sedan,Automatic,Petrol,Front,4.0,2.5,Black,6429
TOYOTA,Camry,2018,29682,Sedan,Automatic,Petrol,Front,4.0,2.5,Black,14583
CHEVROLET,Orlando,2015,109497,Jeep,Automatic,LPG,Front,4.0,2.0,White,24283
KIA,Optima,2016,417767,Sedan,Automatic,Petrol,Front,4.0,2.0,White,19444
SSANGYONG,REXTON,2013,111307,Jeep,Automatic,Diesel,Front,4.0,2.0,White,26108
HYUNDAI,Sonata,2015,536212,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,12544
KIA,Avella,2017,103470,Sedan,Automatic,Hybrid,Front,4.0,1.6,Silver,4391
TOYOTA,Prius,2007,257000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Silver,10036
JEEP,Compass,2010,81256,Jeep,Automatic,Petrol,Front,4.0,2.4,Green,27294
MERCEDES-BENZ,C 240,2001,275000,Sedan,Automatic,Diesel,Rear,4.0,2.2,Silver,11604
VOLKSWAGEN,Jetta,2013,135000,Sedan,Manual,Petrol,Front,4.0,2.0,White,22894
TOYOTA,VOXY,2003,250000,Minivan,Variator,Petrol,Front,4.0,2.0,Silver,7527
CHEVROLET,Cruze,2014,100685,Sedan,Automatic,Petrol,Front,4.0,1.4,Black,470
HYUNDAI,Elantra,2014,110000,Hatchback,Tiptronic,Petrol,Front,4.0,2.0,White,18817
NISSAN,Sentra,2017,0,Sedan,Automatic,Petrol,Front,4.0,1.8,Grey,627
TOYOTA,Prius,2014,187334,Jeep,Automatic,Hybrid,Front,4.0,1.8,White,188
BMW,335,2008,157000,Coupe,Automatic,Petrol,Rear,6.0,3.0,Blue,25089
FORD,Focus,2014,90000,Hatchback,Tiptronic,Petrol,Front,4.0,2.0,Black,14740
HONDA,FIT,2006,127000,Hatchback,Automatic,Petrol,Front,4.0,1.3,Black,45
FORD,Transit,1996,210000,Microbus,Manual,Diesel,Rear,4.0,2.5,White,13799
TOYOTA,Highlander LIMITED,2008,190000,Jeep,Automatic,Hybrid,4x4,6.0,3.3,White,23521
TOYOTA,Camry,2017,48035,Sedan,Automatic,Petrol,Front,4.0,2.5,Red,14269
AUDI,A6,2007,304000,Sedan,Tiptronic,Petrol,4x4,6.0,3.2,Grey,15681
FORD,Escape,2013,131272,Jeep,Automatic,Petrol,Front,4.0,2.0,Blue,1490
HYUNDAI,Elantra,2014,140000,Sedan,Automatic,Petrol,Front,4.0,1.6,White,25591
SSANGYONG,REXTON,2015,118366,Jeep,Automatic,Diesel,Front,4.0,2.0,White,47076
HONDA,FIT,2004,150000,Hatchback,Automatic,Petrol,Front,4.0,1.3,Silver,30
MINI,Countryman,2012,75000,Jeep,Manual,Petrol,Front,4.0,1.6,Blue,18503
HONDA,FIT,2010,0,Sedan,Tiptronic,Hybrid,Front,4.0,1.3,Silver,8154
CHEVROLET,Captiva,2015,70003,Jeep,Automatic,Diesel,Front,4.0,2.2,Grey,41400
DODGE,Caravan,2006,135000,Minivan,Automatic,LPG,Front,6.0,3.3,Blue,13485
HONDA,CR-Z,2010,200000,Coupe,Manual,Hybrid,Front,4.0,1.5,Red,11917
MERCEDES-BENZ,E 350,2009,111111,Sedan,Automatic,Petrol,4x4,8.0,3.5,Black,21326
TOYOTA,Tundra,2013,357933,Jeep,Automatic,Petrol,4x4,8.0,5.7,Grey,23207
TOYOTA,Yaris,2017,102322,Sedan,Automatic,Petrol,Front,4.0,1.5,White,3058
TOYOTA,Prius,2006,300000,Sedan,Automatic,Hybrid,Front,4.0,1.5,Blue,5018
HONDA,FIT,2014,60000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,White,13172
CHEVROLET,Cruze,2009,78712,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,6125
MERCEDES-BENZ,E 350,2014,101424,Sedan,Automatic,Diesel,4x4,8.0,5.5,Grey,32302
